t_wql,trp,cdom,temp
04-01-2025 00:00:19,61.0648449496095,779.993459404189,16.99
04-01-2025 00:05:19,60.1879613726957,781.662484906466,16.98
04-01-2025 00:10:19,61.1617866939632,783.646234005051,16.96
04-01-2025 00:15:19,61.2610880243145,782.19163790954,16.95
04-01-2025 00:20:19,60.7748367308428,781.615673093543,16.94
04-01-2025 00:25:19,59.796780972435,784.282128553338,16.92
04-01-2025 00:30:19,60.5791389184856,784.096592757381,16.91
04-01-2025 00:35:19,60.0891118414487,785.591610568814,16.89
04-01-2025 00:40:19,61.2573609691982,785.13553607848,16.87
04-01-2025 00:45:19,59.7961488752476,783.682421312907,16.86
04-01-2025 00:50:19,59.4079009885976,784.96021378891,16.85
04-01-2025 00:55:19,59.7958571652719,785.187222640776,16.83
04-01-2025 01:00:19,60.3746651859057,783.486567017149,16.8
04-01-2025 01:05:19,60.1815169778434,783.10699226177,16.79
04-01-2025 01:10:19,59.5945857408869,782.847202148251,16.77
04-01-2025 01:15:19,60.0797306843967,781.125934503062,16.75
04-01-2025 01:20:19,61.7379889547502,781.916221860708,16.74
04-01-2025 01:25:19,60.274265007508,781.94929312999,16.72
04-01-2025 01:30:19,61.1528153835941,780.304178142869,16.71
04-01-2025 01:35:19,60.5661220058749,779.461113382764,16.69
04-01-2025 01:40:19,59.6914178233872,778.30372497513,16.68
04-01-2025 01:45:19,60.4683560371923,777.656127445881,16.66
04-01-2025 01:50:19,59.0057731240321,779.150759917715,16.64
04-01-2025 01:55:19,60.3706522538848,776.533852473627,16.63
04-01-2025 02:00:19,59.4963908968595,778.103272671152,16.62
04-01-2025 02:05:19,60.0823272447941,774.903019038317,16.61
04-01-2025 02:10:19,60.278857221119,776.569833409577,16.6
04-01-2025 02:15:19,60.6700035554685,773.954317045733,16.59
04-01-2025 02:20:19,60.7691494631512,772.993644268944,16.58
04-01-2025 02:25:19,59.3113786476904,770.768228897912,16.57
04-01-2025 02:30:19,60.574199010244,768.56661245227,16.55
04-01-2025 02:35:19,60.9611434166777,768.408588421649,16.53
04-01-2025 02:40:19,61.1575033274763,767.740988589988,16.52
04-01-2025 02:45:19,60.8675323852418,767.559888815171,16.51
04-01-2025 02:50:19,61.157076383828,766.721656527683,16.49
04-01-2025 02:55:19,60.7699435170031,765.276777856346,16.48
04-01-2025 03:00:19,60.771796065022,764.707289363578,16.47
04-01-2025 03:05:19,60.7736512635938,763.651869109217,16.46
04-01-2025 03:10:19,62.4323132802918,760.53116957584,16.46
04-01-2025 03:15:19,60.8745794472811,760.083690823701,16.44
04-01-2025 03:20:19,61.1639880237902,760.025226208883,16.42
04-01-2025 03:25:19,61.5545645639714,758.970960769548,16.41
04-01-2025 03:30:19,61.0664533553862,757.066673793901,16.39
04-01-2025 03:35:19,61.2666834141775,756.280185988798,16.39
04-01-2025 03:40:19,60.8758559201793,755.736972353866,16.37
04-01-2025 03:45:19,61.9463411241661,755.363854711736,16.36
04-01-2025 03:50:19,60.879610007568,752.853835304792,16.35
04-01-2025 03:55:19,61.1688428135883,753.962731648995,16.33
04-01-2025 04:00:19,61.753401200783,754.172847694419,16.32
04-01-2025 04:05:19,61.8523301421168,751.955315627875,16.31
04-01-2025 04:10:19,61.364587939561,751.996284720058,16.29
04-01-2025 04:15:19,61.7547880738701,750.653404125,16.28
04-01-2025 04:20:19,61.4653856976803,749.116670102199,16.27
04-01-2025 04:25:19,63.1174371453294,747.289057981631,16.26
04-01-2025 04:30:19,61.6632288240884,745.364761418279,16.25
04-01-2025 04:35:19,61.3739123523031,746.158399294647,16.24
04-01-2025 04:40:19,61.3757870911636,744.428771369698,16.23
04-01-2025 04:45:19,61.0865455994897,744.349183518562,16.22
04-01-2025 04:50:19,61.4765786638385,744.65782902245,16.21
04-01-2025 04:55:19,60.6092225752033,742.709434543634,16.21
04-01-2025 05:00:19,61.5814170227548,742.533237966425,16.2
04-01-2025 05:05:19,60.4151155502785,742.188696442565,16.18
04-01-2025 05:10:19,62.9433032940397,742.278212920203,16.18
04-01-2025 05:15:19,61.5870528918918,740.938345103979,16.17
04-01-2025 05:20:19,61.2009610316945,741.829647116967,16.16
04-01-2025 05:25:19,62.5648307029526,740.367489288169,16.16
04-01-2025 05:30:19,61.8877392125783,739.610169794822,16.15
04-01-2025 05:35:19,61.2107572857168,740.889621600028,16.14
04-01-2025 05:40:19,62.0854287852572,741.005307284421,16.13
04-01-2025 05:45:19,61.1176527870433,741.218030824856,16.12
04-01-2025 05:50:19,62.0891581804424,741.139944189126,16.11
04-01-2025 05:55:19,62.3859930114768,739.291036063061,16.11
04-01-2025 06:00:19,61.806150144977,738.437693549611,16.1
04-01-2025 06:05:19,61.521275124976,740.370093651894,16.1
04-01-2025 06:10:19,62.9731528716502,740.027426546096,16.08
04-01-2025 06:15:19,62.1067272668487,740.796491630574,16.08
04-01-2025 06:20:19,61.7209081459255,739.265111095767,16.07
04-01-2025 06:25:19,61.8238159085228,737.417277517721,16.07
04-01-2025 06:30:19,62.6938565031953,728.159746810911,16.05
04-01-2025 06:35:19,61.7266732782062,738.45218592599,16.04
04-01-2025 06:40:19,62.9882452231179,737.697001628825,16.03
04-01-2025 06:45:19,64.0558472935556,737.523356157656,16.02
04-01-2025 06:50:19,62.9919146808127,739.674962406231,16.01
04-01-2025 06:55:19,62.6990009013119,736.330711727714,15.99
04-01-2025 07:00:19,63.6694452206449,736.060653273293,15.98
04-01-2025 07:05:19,63.9617898416716,735.790729267736,15.97
04-01-2025 07:10:19,62.5109245095858,734.16514248323,15.96
04-01-2025 07:15:19,62.9969913315979,734.670274008303,15.95
04-01-2025 07:20:19,63.3861582571462,734.110316099015,15.94
04-01-2025 07:25:19,63.8720879166087,734.421917594924,15.93
04-01-2025 07:30:19,63.5792485497342,732.146133601495,15.91
04-01-2025 07:35:19,62.8066924062029,732.167615439423,15.9
04-01-2025 07:40:19,62.0383357941848,732.162673847485,15.9
04-01-2025 07:45:19,61.9434950217963,731.119643386293,15.89
04-01-2025 07:50:19,62.9174189410494,731.018075593733,15.89
04-01-2025 07:55:19,63.4032165201643,730.072175635384,15.88
04-01-2025 08:00:19,62.9211959127247,728.545868238205,15.87
04-01-2025 08:05:19,63.2175544736537,727.960691651484,15.87
04-01-2025 08:10:19,63.4129619502134,722.854465664974,15.86
04-01-2025 08:15:19,62.2577976487568,723.527469351678,15.86
04-01-2025 08:20:19,61.8727146646045,720.550874320301,15.85
04-01-2025 08:25:19,62.164958861422,720.86440186547,15.84
04-01-2025 08:30:19,62.4612626707204,719.505758447163,15.84
04-01-2025 08:35:19,63.7250883493736,718.340696845922,15.84
04-01-2025 08:40:19,63.2432200047048,719.815567729052,15.83
04-01-2025 08:45:19,63.5395091046093,719.037737745104,15.83
04-01-2025 08:50:19,63.2553346458914,718.163241366265,15.83
04-01-2025 08:55:19,61.423252946592,713.999514442072,15.83
04-01-2025 09:00:19,63.4651258130821,716.193131470761,15.84
04-01-2025 09:05:19,62.6004251136892,717.447335756363,15.84
04-01-2025 09:10:19,62.4129905180106,712.896502702461,15.84
04-01-2025 09:15:19,63.9713087807986,711.607068549987,15.85
04-01-2025 09:20:19,64.2676617602186,714.990305902246,15.85
04-01-2025 09:25:19,63.3061441925183,714.890280065024,15.85
04-01-2025 09:30:19,62.6390181934626,712.730202366803,15.86
04-01-2025 09:35:19,64.9675094812204,714.662425052653,15.86
04-01-2025 09:40:19,62.3608847473451,713.788481760958,15.86
04-01-2025 09:45:19,63.2378758443894,715.140258196693,15.86
04-01-2025 09:50:19,65.1879228609706,709.467952115312,15.88
04-01-2025 09:55:19,64.1294123314467,710.529734555582,15.88
04-01-2025 10:00:19,63.9419437882252,709.172041258744,15.88
04-01-2025 10:05:19,61.9196690133725,708.947277504057,15.89
04-01-2025 10:10:19,63.7689707454557,707.560974678479,15.9
04-01-2025 10:15:19,64.1622635257993,706.106491227517,15.9
04-01-2025 10:20:19,65.0481363442424,708.563592300797,15.92
04-01-2025 10:25:19,64.5744420885648,703.01386608769,15.93
