t_wql,trp,cdom,temp
06-01-2025 00:09:00,68.7328019086701,553.912276843787,20.71
06-01-2025 00:19:00,69.3390301981518,554.318236382702,20.69
06-01-2025 00:29:00,67.532003515358,554.120747091245,20.67
06-01-2025 00:39:00,68.439789631446,554.124321200313,20.65
06-01-2025 00:49:00,69.3472700939406,554.429371837454,20.63
06-01-2025 00:59:00,69.8524662240031,554.332289340515,20.61
06-01-2025 01:09:00,69.2522248782521,553.933747733656,20.59
06-01-2025 01:19:00,69.45586397461,554.841287480825,20.57
06-01-2025 01:29:00,68.1527384697483,554.543127609648,20.55
06-01-2025 01:39:00,68.8586152191105,553.943720324469,20.53
06-01-2025 01:49:00,67.756813143092,553.946931502143,20.51
06-01-2025 01:59:00,68.6632969827618,553.448101169943,20.49
06-01-2025 02:09:00,69.0675722651994,554.254326527402,20.47
06-01-2025 02:19:00,68.4680606717303,553.253674654222,20.45
06-01-2025 02:29:00,68.5729331839727,553.559606158634,20.44
06-01-2025 02:39:00,68.8748979653989,552.85848806795,20.41
06-01-2025 02:49:00,70.1835663574607,553.866507240168,20.4
06-01-2025 02:59:00,69.5841685936098,553.969646088042,20.38
06-01-2025 03:09:00,68.1826227600761,554.373570042138,20.36
06-01-2025 03:19:00,69.4889480411989,553.674281144777,20.34
06-01-2025 03:29:00,70.0930269921012,553.877493098753,20.32
06-01-2025 03:39:00,67.0881625204015,554.281069011804,20.3
06-01-2025 03:49:00,69.6987898801711,553.583751082351,20.29
06-01-2025 03:59:00,67.396223890681,553.486072889915,20.27
06-01-2025 04:09:00,69.7036907186955,553.087764101372,20.25
06-01-2025 04:19:00,70.0085522498574,553.392596028,20.24
06-01-2025 04:29:00,69.2095006009054,553.895887687138,20.22
06-01-2025 04:39:00,68.212097364223,554.300637152854,20.21
06-01-2025 04:49:00,69.5149024995071,553.199342574835,20.18
06-01-2025 04:59:00,67.4179214035936,553.906121795784,20.18
06-01-2025 05:09:00,69.0227327941947,554.108474483342,20.16
06-01-2025 05:19:00,68.4245259481093,554.310705928498,20.14
06-01-2025 05:29:00,68.5271796766147,553.211556021733,20.12
06-01-2025 05:39:00,69.3303543425397,553.814078328191,20.1
06-01-2025 05:49:00,69.0325476974011,553.515768693569,20.08
06-01-2025 05:59:00,69.3351166269598,553.717741692435,20.06
06-01-2025 06:09:00,70.3378026195213,553.919593529659,20.04
06-01-2025 06:19:00,69.0379984372642,553.819483834349,20.01
06-01-2025 06:29:00,68.4404348713572,553.621158585373,19.99
06-01-2025 06:39:00,68.7428350319695,553.822744523182,19.97
06-01-2025 06:49:00,69.8466503482676,554.026015763659,19.96
06-01-2025 06:59:00,68.5495017680104,554.027471935343,19.94
06-01-2025 07:09:00,69.8510828635389,554.028871580213,19.92
06-01-2025 07:19:00,69.4554166091878,553.432455072902,19.91
06-01-2025 07:29:00,69.1579327660761,553.533749073039,19.89
06-01-2025 07:39:00,67.6634582654973,554.136242388197,19.88
06-01-2025 07:49:00,68.4685336142719,554.041119289597,19.88
06-01-2025 07:59:00,69.7712757731539,553.944142514063,19.87
06-01-2025 08:09:00,69.5773082828335,553.948807284837,19.87
06-01-2025 08:19:00,68.6823138074864,553.851731520721,19.86
06-01-2025 08:29:00,68.4866050157842,553.754614456216,19.85
06-01-2025 08:39:00,67.3937182509272,553.759106150517,19.85
06-01-2025 08:49:00,69.0992122825957,553.465658013621,19.86
06-01-2025 08:59:00,69.9040663479467,554.269131503612,19.86
06-01-2025 09:09:00,69.7100357334449,553.574240088935,19.86
06-01-2025 09:19:00,67.8179104065851,553.978049604609,19.86
06-01-2025 09:29:00,67.8236276773943,553.882365690621,19.86
06-01-2025 09:39:00,67.4314258521319,553.48871807498,19.87
06-01-2025 09:49:00,70.0362442728197,553.794271401304,19.88
06-01-2025 09:59:00,68.8465951663742,553.801862174045,19.9
06-01-2025 10:09:00,68.855773032386,554.009267366559,19.92
06-01-2025 10:19:00,69.8626168302513,553.915036030942,19.93
06-01-2025 10:29:00,68.2725765705706,553.422674392824,19.95
06-01-2025 10:39:00,68.7814998588171,553.829877084654,19.97
06-01-2025 10:49:00,68.6906208099415,553.8371845698,19.99
06-01-2025 10:59:00,67.6996247706533,553.644419372615,20.01
06-01-2025 11:09:00,68.8105544607087,553.853414395477,20.04
06-01-2025 11:19:00,68.9179193070935,554.559050345315,20.05
06-01-2025 11:29:00,68.927000049594,554.266075193397,20.07
06-01-2025 11:39:00,69.4346300574715,553.470829565172,20.08
06-01-2025 11:49:00,66.8416670197844,553.978136407495,20.1
06-01-2025 11:59:00,69.2544849369914,553.786648828106,20.13
