t_wql,trp,cdom,temp
02-01-2025 00:03:00,58.5903696009456,422.050080011189,12.19
02-01-2025 00:13:00,58.2139808656668,422.758797300258,12.17
02-01-2025 00:23:00,58.9708012610676,421.105532440691,12.16
02-01-2025 00:33:00,57.3675269959283,422.953513423119,12.13
02-01-2025 00:43:00,57.0899550412717,419.514512483204,12.12
02-01-2025 00:53:00,56.4319848787407,421.163687727022,12.1
02-01-2025 01:03:00,57.6540678525002,421.496565081651,12.08
02-01-2025 01:13:00,58.3073879799928,422.591995372837,12.05
02-01-2025 01:23:00,57.085850815136,425.743441642358,12.03
02-01-2025 01:33:00,57.6540702579907,425.595520675137,12.02
02-01-2025 01:43:00,58.5040331380689,428.453865907372,12.01
02-01-2025 01:53:00,58.6872210590627,429.171867342932,11.98
02-01-2025 02:03:00,58.0297280015324,432.039305481751,11.96
02-01-2025 02:13:00,57.654115687996,424.765548232263,11.94
02-01-2025 02:23:00,58.2174061182351,432.608546168586,11.92
02-01-2025 02:33:00,58.4005497448953,436.610556520445,11.89
02-01-2025 02:43:00,57.9290958885402,437.316924586279,11.87
02-01-2025 02:53:00,57.4576423352892,438.032813995055,11.84
02-01-2025 03:03:00,58.8648171939261,436.206101556393,11.82
02-01-2025 03:13:00,59.1414775517616,439.26685189196,11.79
02-01-2025 03:23:00,57.4533949251308,439.316289746414,11.77
02-01-2025 03:33:00,58.9444854221933,439.478684853539,11.73
02-01-2025 03:43:00,59.4129839097186,442.52762604218,11.71
02-01-2025 03:53:00,58.0025588444528,439.49382035471,11.68
02-01-2025 04:03:00,57.6277830358995,443.572446405459,11.66
02-01-2025 04:13:00,57.9088826528517,441.560745651775,11.64
02-01-2025 04:23:00,58.4663877750585,446.958372441164,11.61
02-01-2025 04:33:00,59.0236444928284,442.240830183387,11.58
02-01-2025 04:43:00,59.4870368025107,445.482917911372,11.55
02-01-2025 04:53:00,57.1423746729603,448.068488552097,11.52
02-01-2025 05:03:00,58.5462380363141,440.256752379312,11.5
02-01-2025 05:13:00,57.7931958443317,439.661727818172,11.47
02-01-2025 05:23:00,57.5126187271118,447.195877256628,11.45
02-01-2025 05:33:00,57.3300733741399,441.71750949118,11.44
02-01-2025 05:43:00,57.2322793972385,447.855989104009,11.41
02-01-2025 05:53:00,58.2564871774257,448.756025531466,11.38
02-01-2025 06:03:00,58.8173812456863,451.142580065584,11.36
02-01-2025 06:13:00,57.8870719154469,449.687420391458,11.35
02-01-2025 06:23:00,58.5458586240085,452.345146487734,11.34
02-01-2025 06:33:00,57.8960959207712,448.179910044515,11.33
02-01-2025 06:43:00,58.7281643194521,453.199865732356,11.29
02-01-2025 06:53:00,59.2886210533272,449.699243158038,11.27
02-01-2025 07:03:00,58.0742267573619,449.842548879943,11.25
02-01-2025 07:13:00,58.3544479202475,451.853717604723,11.23
02-01-2025 07:23:00,59.0969381722404,448.737718676885,11.2
02-01-2025 07:33:00,57.696512435418,450.841857492342,11.18
02-01-2025 07:43:00,57.3232643526561,451.545343300565,11.16
02-01-2025 07:53:00,57.6034213765736,448.048996246482,11.14
02-01-2025 08:03:00,58.6300013230503,449.31276561664,11.12
02-01-2025 08:13:00,57.888027262988,443.662667699662,11.11
02-01-2025 08:23:00,58.1680021207304,446.046502843348,11.09
02-01-2025 08:33:00,57.6128042693809,440.864519812298,11.08
02-01-2025 08:43:00,57.5284840690905,439.124851414972,11.08
02-01-2025 08:53:00,57.6307340510929,437.291958523912,11.08
02-01-2025 09:03:00,57.6485210834407,432.453308320655,11.1
02-01-2025 09:13:00,57.297443982139,422.37657166241,11.13
02-01-2025 09:23:00,56.0127929190127,417.989094545951,11.16
02-01-2025 09:33:00,58.3731522622384,409.759688280967,11.2
02-01-2025 09:43:00,56.6254425376016,408.530111896237,11.24
02-01-2025 09:53:00,56.5583344198718,408.981438949775,11.28
02-01-2025 10:03:00,57.9864412910168,406.44250128827,11.32
02-01-2025 10:13:00,57.2697060874421,402.767553628753,11.37
02-01-2025 10:23:00,57.2070937090162,398.715699969651,11.42
02-01-2025 10:33:00,55.0861158030361,394.567192261536,11.47
02-01-2025 10:43:00,57.8437677749745,382.604399451165,11.55
02-01-2025 10:53:00,56.3001161708724,393.75079944626,11.64
02-01-2025 11:03:00,55.8664057370748,387.798858530254,11.7
02-01-2025 11:13:00,57.1288332101322,386.970591218852,11.78
02-01-2025 11:23:00,56.895775097557,395.980693201902,11.87
02-01-2025 11:33:00,58.1648999043895,378.802906682376,11.96
02-01-2025 11:43:00,57.0820771918932,374.772472618125,12.04
02-01-2025 11:53:00,56.0833197529491,364.187127431955,12.1
02-01-2025 12:03:00,55.7462823381146,362.040597530979,12.17
02-01-2025 12:13:00,55.8794110197881,354.62173339781,12.24
02-01-2025 12:23:00,55.443460455442,348.718412669966,12.3
02-01-2025 12:33:00,55.9490301096776,350.533442635044,12.36
02-01-2025 12:43:00,55.602648057915,342.190165100793,12.41
02-01-2025 12:53:00,55.0717129632061,338.253076554515,12.47
02-01-2025 13:03:00,55.2905369945184,333.953271153217,12.52
02-01-2025 13:13:00,55.9812369684885,328.612380481292,12.57
02-01-2025 13:23:00,56.3806226722886,324.24910406188,12.6
02-01-2025 13:33:00,55.2785343604841,318.806807136264,12.65
02-01-2025 13:43:00,55.2101423497939,315.929744029647,12.69
02-01-2025 13:53:00,54.5665309107439,312.618409008985,12.71
02-01-2025 14:03:00,55.1591900053289,307.943146851835,12.75
02-01-2025 14:13:00,54.1456806753978,306.289061432215,12.79
02-01-2025 14:23:00,56.5259139626194,302.78472350383,12.81
02-01-2025 14:33:00,55.2244517529229,303.607093952592,12.84
02-01-2025 14:43:00,54.8595113886241,300.594684077647,12.85
02-01-2025 14:53:00,54.2150432641324,299.924711168328,12.87
02-01-2025 15:03:00,56.0249659563974,303.909313780177,12.88
02-01-2025 15:13:00,56.7046552342353,300.591483297748,12.9
02-01-2025 15:23:00,54.2629065683387,293.772636919359,12.92
02-01-2025 15:33:00,55.2306207079066,293.079841820707,12.95
02-01-2025 15:43:00,55.6352366145123,288.768601461713,12.99
02-01-2025 15:53:00,55.9367845550964,289.137476082755,13.01
02-01-2025 16:03:00,53.686349159793,287.875054752276,13.04
02-01-2025 16:13:00,55.2230254753984,289.547870258376,13.07
02-01-2025 16:23:00,56.1833768067698,290.128386249039,13.08
02-01-2025 16:33:00,54.8748736686908,295.518243593241,13.1
02-01-2025 16:43:00,56.1196137534768,296.667816685759,13.11
02-01-2025 16:53:00,55.4697453070167,300.75454287246,13.12
02-01-2025 17:03:00,55.7629448707396,298.515098316591,13.12
02-01-2025 17:13:00,54.3550209408042,301.465403917921,13.13
02-01-2025 17:23:00,55.78090556907,300.762922713826,13.12
02-01-2025 17:33:00,56.4530656010568,305.439671446407,13.12
02-01-2025 17:43:00,57.0304860464099,307.27428393271,13.12
02-01-2025 17:53:00,54.9509528482155,306.761098494501,13.11
02-01-2025 18:03:00,53.6336775041222,301.869683569169,13.11
02-01-2025 18:13:00,55.2488564071608,305.525018899365,13.1
02-01-2025 18:23:00,55.5420149422796,306.222907585381,13.1
02-01-2025 18:33:00,57.2516453469321,306.941518242549,13.09
02-01-2025 18:43:00,55.1725790794981,307.849521157298,13.08
02-01-2025 18:53:00,56.8863589619016,305.516754693925,13.08
02-01-2025 19:03:00,54.8074821720737,308.887243584297,13.07
02-01-2025 19:13:00,55.7592111807515,306.291421286272,13.06
02-01-2025 19:23:00,56.2416775666375,306.137230867145,13.06
02-01-2025 19:33:00,56.0569563613601,309.507388173797,13.05
02-01-2025 19:43:00,56.5393871726893,309.258651141419,13.05
02-01-2025 19:53:00,55.0333448050736,307.210879499714,13.05
02-01-2025 20:03:00,56.5530093069947,308.308550852614,13.04
02-01-2025 20:13:00,56.467312982098,311.184529384669,13.04
02-01-2025 20:23:00,57.3240312736899,314.932856845805,13.03
02-01-2025 20:33:00,57.2339452244532,317.166011750657,13.02
02-01-2025 20:43:00,57.053596764041,316.06571659629,13.02
02-01-2025 20:53:00,56.5892460719156,318.657514840408,13.02
02-01-2025 21:03:00,54.7953416528046,320.795775516099,13.01
02-01-2025 21:13:00,56.8824879837517,321.797953321551,13
02-01-2025 21:23:00,56.3235574634795,327.986372753371,13
02-01-2025 21:33:00,57.9372012230117,330.313117090989,12.99
02-01-2025 21:43:00,56.7157939479973,333.093945214987,12.99
02-01-2025 21:53:00,55.4901294380787,339.300454851444,12.98
02-01-2025 22:03:00,56.066949973561,337.727826271285,12.98
02-01-2025 22:13:00,56.0716390126823,342.798082550388,12.97
02-01-2025 22:23:00,56.2655772872263,336.323500114568,12.96
02-01-2025 22:33:00,56.2745671841707,341.280378542568,12.96
02-01-2025 22:43:00,55.0492241309182,347.390606652001,12.95
02-01-2025 22:53:00,56.2839217690659,347.444962120176,12.94
02-01-2025 23:03:00,57.8022399564076,350.242861270125,12.93
02-01-2025 23:13:00,56.1986849564143,349.634984944219,12.92
02-01-2025 23:23:00,55.6358446951067,355.553855515483,12.91
02-01-2025 23:33:00,55.9243192621805,352.581307500812,12.9
02-01-2025 23:43:00,56.8747665680053,350.649603162852,12.89
02-01-2025 23:53:00,57.2532919892956,355.071493532256,12.87
02-02-2025 00:03:00,56.0287298239002,351.721933381005,12.86
02-02-2025 00:13:00,55.9346155635372,353.401251444183,12.84
02-02-2025 00:23:00,57.0693331922267,353.662311429464,12.82
02-02-2025 00:33:00,56.7860776697705,358.459808480078,12.8
